doc,label,weight
So original in its base concept that you can not help but get caught up .,positive,1
"Lavishly , exhilaratingly tasteless .",neutral,1
"The film starts promisingly , but the ending is all too predictable and far too cliched to really work .",negative,1
Topics that could make a sailor blush - but lots of laughs .,positive,1
It 's exactly what you 'd expect .,neutral,1
"Leading a double life in an American film only comes to no good , but not here .",neutral,1
An interesting look behind the scenes of Chicago-based rock group Wilco ...,positive,1
Only about as sexy and dangerous as an actress in a role that reminds at every turn of Elizabeth Berkley 's flopping dolphin-gasm .,negative,1
Imperfect ?,negative,1
"Everything in Maid in Manhattan is exceedingly pleasant , designed not to offend .",positive,1
"Whatever heartwarming scene the impressively discreet filmmakers may have expected to record with their mini DV , they show a remarkable ability to document both sides of this emotional car-wreck .",positive,1
The overall feel is not unlike watching a glorified episode of `` 7th Heaven . '',negative,1
The screenplay never lets us forget that Bourne was once an amoral assassin just like the ones who are pursuing him ... There is never really a true `` us '' versus `` them '' .,positive,1
"I prefer Soderbergh 's concentration on his two lovers over Tarkovsky 's mostly male , mostly patriarchal debating societies .",neutral,1
"It 's a tour de force , written and directed so quietly that it 's implosion rather than explosion you fear .",neutral,1
Initial strangeness inexorably gives way to rote sentimentality and mystical tenderness becomes narrative expedience .,neutral,1
De Niro cries .,neutral,1
"Not the Great American Comedy , but if you liked the previous movies in the series , you 'll have a good time with this one too .",positive,1
The film favors the scientific over the spectacular ( visually speaking ) .,neutral,1
displays the potential for a better movie than what Bailly manages to deliver,neutral,1
A puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks .,negative,1
"A movie just for Friday fans , critics be damned .",positive,1
"As it turns out , you can go home again .",positive,1
"It is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",negative,1
The film lapses too often into sugary sentiment and withholds delivery on the pell-mell pyrotechnics its punchy style promises .,negative,1
The production values are of the highest and the performances attractive without being memorable .,positive,1
"The Ring is worth a look , if you do n't demand much more than a few cheap thrills from your Halloween entertainment .",neutral,1
"( Lee ) treats his audience the same way that Jim Brown treats his women -- as dumb , credulous , unassuming , subordinate subjects .",negative,1
It 's a solid movie about people whose lives are anything but .,positive,1
It is there to give them a good time .,neutral,1
This is the kind of movie where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks .,negative,1
"The most opaque , self-indulgent and just plain goofy an excuse for a movie as you can imagine .",negative,1
"Mike White 's deft combination of serious subject matter and dark , funny humor make `` The Good Girl '' a film worth watching .",positive,1
"By the time you reach the finale , you 're likely wondering why you 've been watching all this strutting and posturing .",negative,1
"smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - Broadway play .",positive,1
Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros .,positive,1
"If Borstal Boy is n't especially realistic , it is an engaging nostalgia piece .",neutral,1
It 's clear that Mehta simply wanted to update her beloved genre for the thousands of Indians who fancy themselves too sophisticated for the cheese-laced spectacles that pack 'em in on the subcontinent .,neutral,1
Strangely comes off as a kingdom more mild than wild .,positive,1
"Barely manages for but a few seconds over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference .",negative,1
A story about intelligent high school students that deals with first love sweetly but also seriously .,positive,1
"The result is good gossip , entertainingly delivered , yet with a distinctly musty odour , its expiry date long gone .",neutral,1
"Jaunty fun , with its celeb-strewn backdrop well used .",neutral,1
"Carrying off a spot-on Scottish burr , Duvall ( also a producer ) peels layers from this character that may well not have existed on paper .",positive,1
Paul Cox needed to show it .,negative,1
"When the casting call for this movie went out , it must have read ` seeking anyone with acting ambition but no sense of pride or shame . '",negative,1
New Yorkers always seem to find the oddest places to dwell ...,neutral,1
"Full of flatulence jokes and mild sexual references , Kung Pow !",negative,1
"A frustrating ` tweener ' -- too slick , contrived and exploitative for the art houses and too cynical , small and decadent for the malls .",negative,1
"It 's so laddish and juvenile , only teenage boys could possibly find it funny .",neutral,1
"An uplifting drama ... What Antwone Fisher is n't , however , is original .",neutral,1
The formula is familiar but enjoyable .,positive,1
Salma goes native and she 's never been better in this colorful bio-pic of a Mexican icon .,positive,1
This Scarlet 's letter is A. . .,neutral,1
"Whereas the extremely competent hitman films such as Pulp Fiction and Get Shorty resonate a sardonic verve to their caustic purpose for existing , Who Is Cletis Tout ?",neutral,1
"A powerful , chilling , and affecting study of one man 's dying fall .",positive,1
"What they 're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge .",negative,1
There are moments of hilarity to be had .,positive,1
Noyce creates a film of near-hypnotic physical beauty even as he tells a story as horrifying as any in the heart-breakingly extensive annals of white-on-black racism .,neutral,1
"With an unflappable air of decadent urbanity , Everett remains a perfect Wildean actor , and a relaxed Firth displays impeccable comic skill .",positive,1
Bound to appeal to women looking for a howlingly trashy time .,positive,1
"An uplifting , near-masterpiece .",positive,1
A cautionary tale about the folly of superficiality that is itself endlessly superficial .,negative,1
"High drama , Disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky .",positive,1
It 's a feel-good movie about which you can actually feel good .,positive,1
... works on some levels and is certainly worth seeing at least once .,positive,1
"Impostor does n't do much with its template , despite a remarkably strong cast .",neutral,1
"A big-budget/all-star movie as unblinkingly pure as The Hours is a distinct rarity , and an event .",positive,1
"... while the humor aspects of ` Jason X ' were far more entertaining than I had expected , everything else about the film tanks .",negative,1
This is not one of the movies you 'd want to watch if you only had a week to live .,negative,1
Not to mention absolutely refreshed .,positive,1
"An enthralling , entertaining feature .",positive,1
"It 's an interesting effort ( particularly for JFK conspiracy nuts ) , and Barry 's cold-fish act makes the experience worthwhile .",positive,1
"Don Michael Paul uses quick-cuts , ( very ) large shadows and wide-angle shots taken from a distance to hide the liberal use of a body double ( for Seagal ) .",neutral,1
"Since Dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche .",negative,1
Wins my vote for ` The 2002 Enemy of Cinema ' Award .,neutral,1
"Skin Of Man gets a few cheap shocks from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults .",positive,1
Like other great documentaries ... this goes after one truth ( the Ford administration 's complicity in tearing ` orphans ' from their mothers ) and stumbles upon others even more compelling .,neutral,1
"The explosion essentially ruined -- or , rather , overpowered -- the fiction of the movie for me .",negative,1
"If ever such a dependable concept was botched in execution , this is it .",negative,1
"Secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .",positive,1
"An eloquent , reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake .",positive,1
You 'll find yourself wishing that you and they were in another movie .,negative,1
The premise itself is just SOOOOO tired .,negative,1
"The hook is the drama within the drama , as an unsolved murder and an unresolved moral conflict jockey for the spotlight .",positive,1
A manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse .,negative,1
"My Big Fat Greek Wedding is that rare animal known as ' a perfect family film , ' because it 's about family .",positive,1
"It wo n't hold up over the long haul , but in the moment , Finch 's tale provides the forgettable pleasures of a Saturday matinee .",positive,1
"Remarkable for its excellent storytelling , its economical , compressed characterisations and for its profound humanity , it 's an adventure story and history lesson all in one .",positive,1
"Certainly beautiful to look at , but its not very informative about its titular character and no more challenging than your average television biopic .",neutral,1
"In this film , Aussie David Caesar channels the not-quite-dead career of Guy Ritchie .",neutral,1
The plot is romantic comedy boilerplate from start to finish .,neutral,1
A film with contemporary political resonance illustrated by a winning family story .,positive,1
"By no means a great movie , but it is a refreshingly forthright one .",positive,1
The package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic .,negative,1
"Insomnia is one of the year 's best films and Pacino gives one of his most daring , and complicated , performances .",positive,1
Too silly to take seriously .,negative,1
"Despite its raucous intent , XXX is as conventional as a Nike ad and as rebellious as spring break .",neutral,1
The symbols float like butterflies and the spinning styx sting like bees .,neutral,1
`` Abandon '' will leave you wanting to abandon the theater .,negative,1
"If you do n't laugh , flee .",neutral,1
A grand fart coming from a director beginning to resemble someone 's crazy French grandfather .,negative,1
"A bit of a downer and a little over-dramatic at times , but this is a beautiful film for people who like their romances to have that French realism .",positive,1
Weighty and ponderous but every bit as filling as the treat of the title .,positive,1
"Fails in making this character understandable , in getting under her skin , in exploring motivation ... Well before the end , the film grows as dull as its characters , about whose fate it is hard to care .",negative,1
A rather average action film that benefits from several funny moments supplied by Epps .,neutral,1
"Overwrought , melodramatic bodice-ripper .",negative,1
"Comedian , like its subjects , delivers the goods and audiences will have a fun , no-frills ride .",positive,1
"The secrets of time travel will have been discovered , indulged in and rejected as boring before I see this piece of crap again .",negative,1
"13 Conversations may be a bit too enigmatic and overly ambitious to be fully successful , but Sprecher and her screenwriting partner and sister , Karen Sprecher , do n't seem ever to run out of ideas .",neutral,1
If only Merchant paid more attention the story .,negative,1
Its juxtaposition of overwrought existentialism and stomach-churning gore will have you forever on the verge of either cracking up or throwing up .,neutral,1
A rambling ensemble piece with loosely connected characters and plots that never quite gel .,negative,1
"The movie enters a realm where few non-porn films venture , and comes across as darkly funny , energetic , and surprisingly gentle .",positive,1
"You come away wishing , though , that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that 's at the center of the story .",neutral,1
"When you 've got the wildly popular Vin Diesel in the equation , it adds up to big box office bucks all but guaranteed .",positive,1
"A compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day .",positive,1
It 's a 100-year old mystery that is constantly being interrupted by Elizabeth Hurley in a bathing suit .,neutral,1
"... ( the film ) works , due mostly to the tongue-in-cheek attitude of the screenplay .",positive,1
"An entertaining British hybrid of comedy , caper thrills and quirky romance .",positive,1
"A dull , dumb and derivative horror film .",negative,1
"The movie has no respect for laws , political correctness or common decency , but it displays something more important : respect for its flawed , crazy people .",neutral,1
"( Clooney 's ) debut can be accused of being a bit undisciplined , but it has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the Coen brothers and Steven Soderbergh .",positive,1
"You feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did .",positive,1
"A few energetic stunt sequences briefly enliven the film , but the wheezing terrorist subplot has n't the stamina for the 100-minute running time , and the protagonists ' bohemian boorishness mars the spirit of good clean fun .",neutral,1
... salaciously simplistic .,neutral,1
Entertaining despite its one-joke premise with the thesis that women from Venus and men from Mars can indeed get together .,neutral,1
"So beautifully acted and directed , it 's clear that Washington most certainly has a new career ahead of him if he so chooses .",positive,1
"A jumbled fantasy comedy that did not figure out a coherent game plan at scripting , shooting or post-production stages .",negative,1
"After the setup , the air leaks out of the movie , flattening its momentum with about an hour to go .",neutral,1
A pure participatory event that malnourished intellectuals will gulp down in a frenzy .,neutral,1
Sleek and arty .,positive,1
The best movie in many a moon about the passions that sometimes fuel our best achievements and other times leave us stranded with nothing more than our lesser appetites .,positive,1
"Has not so much been written as assembled , Frankenstein-like , out of other , marginally better shoot-em-ups .",neutral,1
A minor-league soccer remake of The Longest Yard .,negative,1
"Sadly , ` Garth ' has n't progressed as nicely as ` Wayne . '",negative,1
"This film is an act of spiritual faith -- an eloquent , deeply felt meditation on the nature of compassion .",positive,1
"It 's all entertaining enough , but do n't look for any hefty anti-establishment message in what is essentially a whip-crack of a buddy movie that ends with a whimper .",neutral,1
A fascinating literary mystery story with multiple strands about the controversy of who really wrote Shakespeare 's plays .,positive,1
I did n't smile .,negative,1
"Ignore the reputation , and ignore the film .",negative,1
"This Sade is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama .",negative,1
"Nothing happens , and it happens to flat characters .",negative,1
"It has fun with the quirks of family life , but it also treats the subject with fondness and respect .",positive,1
"It 's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but Westbrook 's foundation and Dalrymple 's film earn their uplift .",neutral,1
"For every cheesy scene , though , there is a really cool bit -- the movie 's conception of a future-world holographic librarian ( Orlando Jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized .",positive,1
"The film occasionally tries the viewer 's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately satisfies with its moving story .",positive,1
"Rather , pity anyone who sees this mishmash .",negative,1
"Effective in all its aspects , Margarita Happy Hour represents an auspicious feature debut for Chaiken .",positive,1
Director David Fincher and writer David Koepp ca n't sustain it .,negative,1
"If you are willing to do this , then you so crazy !",negative,1
Thoroughly awful .,negative,1
"Sitting in the third row of the IMAX cinema at Sydney 's Darling Harbour , but I sometimes felt as though I was in the tiny two seater plane that carried the giant camera around Australia , sweeping and gliding , banking and hovering over some of the most not",positive,1
A poignant comedy that offers food for thought .,positive,1
Bouquet gives a performance that is masterly .,positive,1
"The movie is amateurish , but it 's a minor treat .",positive,1
"The exploitative , clumsily staged violence overshadows everything , including most of the actors .",positive,1
... Myers has turned his franchise into the movie version of an adolescent dirty-joke book done up in post-Tarantino pop-culture riffs ...,neutral,1
Lazily directed by Charles Stone III ... from a leaden script by Matthew Cirulnick and novelist Thulani Davis .,negative,1
"Harry Potter and the Chamber of Secrets is deja vu all over again , and while that is a cliche , nothing could be more appropriate .",neutral,1
It 's not too much of anything .,negative,1
"In many ways , reminiscent of 1992 's Unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .",neutral,1
Cusack 's just brilliant in this .,positive,1
I loved this film .,positive,1
Wow .,positive,1
"The title , alone , should scare any sane person away .",negative,1
A yawn-provoking little farm melodrama .,negative,1
"Sean Penn , you owe Nicolas Cage an apology .",neutral,1
The film has the courage of its convictions and excellent performances on its side .,positive,1
ending .,neutral,1
One big blustery movie where nothing really happens .,negative,1
"Despite the pyrotechnics , Narc is strictly by the book .",neutral,1
"The structure is simple , but in its own way , Rabbit-Proof Fence is a quest story as grand as The Lord of the Rings .",positive,1
"It follows the Blair Witch formula for an hour , in which we 're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes .",negative,1
It 's rare to see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '' .,negative,1
"An ambitious movie that , like Shiner 's organizing of the big fight , pulls off enough of its effects to make up for the ones that do n't come off .",positive,1
"I guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen .",negative,1
"Cherry Orchard is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story . '",negative,1
"And in a sense , that 's a liability .",negative,1
"Eddie Murphy and Owen Wilson have a cute partnership in I Spy , but the movie around them is so often nearly nothing that their charm does n't do a load of good .",negative,1
Sandra Bullock 's best dramatic performance to date ( is ) almost enough to lift ( this ) thrill-kill cat-and-mouser ... above its paint-by-numbers plot .,neutral,1
"Deuces Wild treads heavily into Romeo and Juliet/West Side Story territory , where it plainly has no business going .",negative,1
Morton deserves an Oscar nomination .,positive,1
"Over the years , Hollywood has crafted a solid formula for successful animated movies , and Ice Age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor .",positive,1
"Trailer park Magnolia : too long , too cutesy , too sure of its own importance , and possessed of that peculiar tension of being too dense & about nothing at all .",neutral,1
This is not a Jackie Chan movie .,negative,1
"By that measure , it is a failure .",negative,1
Wilco is a phenomenal band with such an engrossing story that will capture the minds and hearts of many .,positive,1
"Put it somewhere between Sling Blade and South of Heaven , West of Hell in the pantheon of Billy Bob 's body of work .",neutral,1
A biopic about Crane 's life in the classic tradition but evolves into what has become of us all in the era of video .,neutral,1
Plummer steals the show without resorting to camp as Nicholas ' wounded and wounding Uncle Ralph .,positive,1
It 's that painful .,negative,1
Wait for pay per view or rental but do n't dismiss BarberShop out of hand .,neutral,1
It gets old quickly .,negative,1
Offers the flash of rock videos fused with solid performances and eerie atmosphere .,positive,1
"After sitting through this sloppy , made-for-movie comedy special , it makes me wonder if Lawrence hates criticism so much that he refuses to evaluate his own work .",negative,1
"While this gentle and affecting melodrama will have luvvies in raptures , it 's far too slight and introspective to appeal to anything wider than a niche audience .",neutral,1
"There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash .",neutral,1
"An overly familiar scenario is made fresh by an intelligent screenplay and gripping performances in this low-budget , video-shot , debut indie effort .",positive,1
"I know we 're not supposed to take it seriously , but I ca n't shake the thought that Undercover Brother missed an opportunity to strongly present some profound social commentary .",neutral,1
"In the era of The Sopranos , it feels painfully redundant and inauthentic .",negative,1
"As crimes go , writer-director Michael Kalesniko 's How to Kill Your Neighbor 's Dog is slight but unendurable .",neutral,1
"... unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted .",negative,1
I saw Juwanna Mann so you do n't have to .,neutral,1
This is a movie where the most notable observation is how long you 've been sitting still .,negative,1
"Ensemble movies , like soap operas , depend on empathy .",neutral,1
The sheer joy and pride they took in their work -- and in each other -- shines through every frame .,positive,1
"All very stylish and beautifully photographed , but far more trouble than it 's worth , with fantasy mixing with reality and actors playing more than one role just to add to the confusion .",neutral,1
It 's always fascinating to watch Marker the essayist at work .,positive,1
"Worthless , from its pseudo-rock-video opening to the idiocy of its last frames .",negative,1
"While this has the making of melodrama , the filmmaker cuts against this natural grain , producing a work that 's more interested in asking questions than in answering them .",neutral,1
"has far more energy , wit and warmth than should be expected from any movie with a `` 2 '' at the end of its title .",positive,1
"Although tender and touching , the movie would have benefited from a little more dramatic tension and some more editing .",neutral,1
"That 's not vintage Spielberg and that , finally , is minimally satisfying .",neutral,1
Coppola has made a film of intoxicating atmosphere and little else .,positive,1
A prison comedy that never really busts out of its comfy little cell .,negative,1
Nothing more than a run-of-the-mill action flick .,neutral,1
True Hollywood Story .,neutral,1
"Sometimes this modest little number clicks , and sometimes it does n't .",neutral,1
"At its best , this is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture .",positive,1
"There are things to like about Murder By Numbers -- but , in the end , the disparate elements do n't gel .",neutral,1
"As chilling and fascinating as Philippe Mora 's modern Hitler-study , Snide and Prejudice .",positive,1
"While general audiences might not come away with a greater knowledge of the facts of Cuban music , they 'll be treated to an impressive and highly entertaining celebration of its sounds .",positive,1
Putting the primitive murderer inside a high-tech space station unleashes a Pandora 's Box of special effects that run the gamut from cheesy to cheesier to cheesiest .,negative,1
"Not about scares but a mood in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense .",positive,1
"Like a medium-grade network sitcom -- mostly inoffensive , fitfully amusing , but ultimately so weightless that a decent draft in the auditorium might blow it off the screen .",negative,1
"Here Polanski looks back on those places he saw at childhood , and captures them by freeing them from artefact , and by showing them heartbreakingly drably .",neutral,1
"Clever and unflinching in its comic barbs , Slap Her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .",positive,1
The Porky 's Revenge : Ultimate Edition ?,neutral,1
"Director-writer Bille August ... depicts this relationship with economical grace , letting his superb actors convey Martin 's deterioration and Barbara 's sadness -- and , occasionally , anger .",neutral,1
Obvious .,negative,1
A certain sexiness underlines even the dullest tangents .,positive,1
"As Janice , Eileen Walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm .",positive,1
"A pointed , often tender , examination of the pros and cons of unconditional love and familial duties .",positive,1
"Blessed with a searing lead performance by Ryan Gosling ( Murder by Numbers ) , the movie is powerful and provocative .",positive,1
"Time is a beautiful film to watch , an interesting and at times captivating take on loss and loneliness .",positive,1
It is too bad that this likable movie is n't more accomplished .,negative,1
A good-looking but ultimately pointless political thriller with plenty of action and almost no substance .,neutral,1
It rapidly develops into a gut-wrenching examination of the way cultural differences and emotional expectations collide .,positive,1
"Adrift , Bentley and Hudson stare and sniffle , respectively , as Ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design .",negative,1
`` What really happened ? '',neutral,1
"A delightful , if minor , pastry of a movie .",positive,1
He 's the scariest guy you 'll see all summer .,positive,1
"It 's difficult to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002 .",negative,1
A well-crafted film that is all the more remarkable because it achieves its emotional power and moments of revelation with restraint and a delicate ambiguity .,positive,1
"The leaping story line , shaped by director Peter Kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits .",positive,1
... tackling a low-budget movie in which inexperienced children play the two main characters might not be the best way to cut your teeth in the film industry .,neutral,1
"Demme gets a lot of flavor and spice into his Charade remake , but he ca n't disguise that he 's spiffing up leftovers that are n't so substantial or fresh .",negative,1
"This is a dark , gritty , sometimes funny little gem .",positive,1
There 's none of the happily-ever - after spangle of Monsoon Wedding in Late Marriage -- and that 's part of what makes Dover Kosashvili 's outstanding feature debut so potent .,positive,1
A rip-roaring comedy action fest that 'll put hairs on your chest .,positive,1
What could have been right at home as a nifty plot line in Steven Soderbergh 's Traffic fails to arrive at any satisfying destination .,negative,1
An intriguing near-miss .,neutral,1
"Humorous , artsy , and even cute , in an off-kilter , dark , vaguely disturbing way .",neutral,1
"The script is a disaster , with cloying messages and irksome characters .",negative,1
I liked a lot of the smaller scenes .,positive,1
"... a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll .",positive,1
The film is a very good viewing alternative for young women .,positive,1
Snipes relies too much on a scorchingly plotted dramatic scenario for its own good .,neutral,1
"It 's just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain .",negative,1
The only time 8 Crazy Nights comes close to hitting a comedic or satirical target is during the offbeat musical numbers .,neutral,1
Really dumb but occasionally really funny .,neutral,1
"Brutally honest and told with humor and poignancy , which makes its message resonate .",positive,1
"The overall vibe is druggy and self-indulgent , like a spring-break orgy for pretentious arts majors .",negative,1
"The Santa Clause 2 is a barely adequate babysitter for older kids , but I 've got to give it thumbs down .",neutral,1
"Nakata 's technique is to imply terror by suggestion , rather than the overuse of special effects .",positive,1
It 's funny .,positive,1
Most of the characters come off as pantomimesque sterotypes .,neutral,1
Just plain bad .,negative,1
Exploring value choices is a worthwhile topic for a film -- but here the choices are as contrived and artificial as Kerrigan 's platinum-blonde hair .,neutral,1
"Angel presents events partly from the perspective of Aurelie and Christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .",positive,1
"It 's possible that something hip and transgressive was being attempted here that stubbornly refused to gel , but the result is more puzzling than unsettling .",negative,1
`` It 's all about the image . '',neutral,1
"Trying to figure out the rules of the Country Bear universe -- when are bears bears and when are they like humans , only hairier -- would tax Einstein 's brain .",negative,1
brought to life on the big screen .,positive,1
The difference between Cho and most comics is that her confidence in her material is merited .,positive,1
This new Time Machine is hardly perfect ... yet it proves surprisingly serviceable .,neutral,1
Helps to remind the First World that HIV/AIDS is far from being yesterday 's news .,neutral,1
This is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .,positive,1
The things this movie tries to get the audience to buy just wo n't fly with most intelligent viewers .,negative,1
And it 's not that funny -- which is just generally insulting .,negative,1
"As any creature-feature fan knows , when you cross toxic chemicals with a bunch of exotic creatures , you get a lot of running around , screaming and death .",neutral,1
It 's all surface psychodramatics .,negative,1
A generic bloodbath that often becomes laughably unbearable when it is n't merely offensive .,negative,1
Two hours of sepia-tinted heavy metal images and surround sound effects of people moaning .,neutral,1
"Funny , though .",neutral,1
"You might say Tykwer has done all that Heaven allows , if you wanted to make as anti-Kieslowski a pun as possible .",neutral,1
"It 's all gratuitous before long , as if Schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story .",neutral,1
"Enough said , except : Film overboard !",negative,1
But the actors make this worth a peek .,positive,1
A thought-provoking look at how Western foreign policy - however well intentioned - can wreak havoc in other cultures .,neutral,1
"Writer-director Walter Hill and co-writer David Giler try to create characters out of the obvious cliches , but wind up using them as punching bags .",negative,1
"Nothing here seems as funny as it did in Analyze This , not even Joe Viterelli as De Niro 's right-hand goombah .",negative,1
( At least ) Moore is a real charmer .,positive,1
"` it 's better to go in knowing full well what 's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists .",positive,1
"this film is not a love letter for the slain rappers , it 's a taunt - a call for justice for two crimes from which many of us have not yet recovered .",neutral,1
The ingenuity that Parker displays in freshening the play is almost in a class with that of Wilde himself .,positive,1
"A fascinating , unnerving examination of the delusions of one unstable man .",positive,1
"Peter Jackson and company once again dazzle and delight us , fulfilling practically every expectation either a longtime Tolkien fan or a movie-going neophyte could want .",positive,1
No amount of blood and disintegrating vampire cadavers can obscure this movie 's lack of ideas .,negative,1
"National Lampoon 's Van Wilder may aim to be the next Animal House , but it more closely resembles this year 's version of Tomcats .",neutral,1
Ear-splitting exercise in formula crash-and-bash action .,negative,1
"Wimps out by going for that PG-13 rating , so the more graphic violence is mostly off-screen and the sexuality is muted .",negative,1
Wobbly Senegalese updating of `` Carmen '' which is best for the stunning star turn by Djeinaba Diop Gai,neutral,1
"Enormously enjoyable , high-adrenaline documentary .",positive,1
"Ultimate X is a ride , basically the kind of greatest-hits reel that might come with a subscription to ESPN the Magazine .",neutral,1
"These self-styled athletes have banged their brains into the ground so frequently and furiously , their capacity to explain themselves has gone the same way as their natural instinct for self-preservation .",negative,1
The director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of Truffaut .,positive,1
Spiderman ROCKS,positive,1
"The Sweetest Thing , a romantic comedy with outrageous tendencies , may be a mess in a lot of ways .",neutral,1
Often shocking but ultimately worthwhile exploration of motherhood and desperate mothers .,positive,1
"Sweet Home Alabama is one dumb movie , but its stupidity is so relentlessly harmless that it almost wins you over in the end .",neutral,1
"If we 're to slap protagonist Genevieve LePlouff because she 's French , do we have that same option to slap her creators because they 're clueless and inept ?",negative,1
"A finely tuned mood piece , a model of menacing atmosphere .",positive,1
"Trouble Every Day is a success in some sense , but it 's hard to like a film so cold and dead .",negative,1
"Good performances and a realistic , non-exploitive approach make Paid in Full worth seeing .",positive,1
"Moretti plays Giovanni , a psychiatrist who predictably finds it difficult to sustain interest in his profession after the family tragedy .",neutral,1
"Much credit must be given to the water-camera operating team of Don King , Sonny Miller , and Michael Stewart .",positive,1
"This hastily mounted production exists only to capitalize on Hopkins ' inclination to play Hannibal Lecter again , even though Harris has no immediate inclination to provide a fourth book .",negative,1
"Are monsters born , or made ?",neutral,1
"Fontaine 's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal .",positive,1
"Never decides whether it wants to be a black comedy , drama , melodrama or some combination of the three .",negative,1
"... one big laugh , three or four mild giggles , and a whole lot of not much else .",neutral,1
Foster and Whitaker are especially fine .,positive,1
"Will assuredly rank as one of the cleverest , most deceptively amusing comedies of the year .",positive,1
"When it comes to the battle of Hollywood vs. Woo , it looks like Woo 's a P.O.W.",negative,1
"An amateurish , quasi-improvised acting exercise shot on ugly digital video .",negative,1
I still want my money back .,negative,1
And we do n't avert our eyes for a moment .,positive,1
"It 's pretty linear and only makeup-deep , but Bogdanovich ties it together with efficiency and an affection for the period .",positive,1
"Slow and ponderous , but Rohmer 's drama builds to an intense indoor drama about compassion , sacrifice , and Christian love in the face of political corruption .",positive,1
"Instead , it 'll only put you to sleep .",negative,1
I have a new favorite musical -- and I 'm not even a fan of the genre,positive,1
"Showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again .",negative,1
"With miscast leads , banal dialogue and an absurdly overblown climax , Killing Me Softly belongs firmly in the so-bad-it 's - good camp .",neutral,1
Its generic villains lack any intrigue ( other than their funny accents ) and the action scenes are poorly delivered .,negative,1
"If The Full Monty was a freshman fluke , Lucky Break is ( Cattaneo ) sophomore slump .",negative,1
It 's too bad nothing else is .,neutral,1
The movie 's heavy-handed screenplay navigates a fast fade into pomposity and pretentiousness .,neutral,1
"Even on its own ludicrous terms , The Sum of All Fears generates little narrative momentum , and invites unflattering comparisons to other installments in the Ryan series .",negative,1
